date,amount,category,description
2025-08-27 00:58:12,774.45,,Bonus from work
2025-02-27 05:34:35,-226.31,Clothing,Field customer marriage young attack debate money.
2025-02-04 13:51:04,450.43,,Sold old items
2025-09-15 21:40:51,594.72,,Freelance project
2025-04-23 03:46:01,-85.82,Clothing,Great protect prepare rise establish economic.
2025-04-17 11:49:55,198.87,,Gift received
2025-11-11 22:07:46,265.04,,Freelance project
2025-03-30 19:01:32,-189.42,Miscellaneous,Move politics born none some major find.
2026-01-18 02:35:33,-98.28,Entertainment,Which sell operation set life.
2025-12-26 12:10:21,379.98,,Sold old items
2025-12-02 15:18:15,-86.24,Clothing,Suddenly ability bring.
2025-02-15 02:33:40,-407.36,Food,Quite word cultural issue reduce buy.
2025-04-25 23:27:58,868.66,,Bonus from work
2025-08-22 13:55:09,699.04,,Freelance project
2025-12-11 21:20:32,-450.06,Food,Might important hour catch.
2025-11-01 03:19:48,-385.68,Education,Stuff exactly reveal.
2026-01-04 21:15:04,-408.33,Healthcare,Occur national important soon probably almost seat maybe.
2025-12-06 21:09:23,-275.96,Travel,Prevent three among particular expect.
2025-11-26 23:55:00,-467.95,Transportation,Person statement computer poor.
2025-05-12 22:21:29,149.42,,Salary payment
2025-07-29 11:39:13,-118.28,Shopping,Operation friend point difficult per raise country.
2025-02-13 23:37:55,-456.58,Utilities,Plan today car.
2025-12-24 05:54:11,-66.83,Entertainment,Miss major can attack for argue color.
2025-09-10 04:36:20,-337.53,Miscellaneous,Eye win agreement industry animal research way act.
2025-09-25 19:21:47,-285.7,Education,Sometimes share eight peace plant whose wish.
2025-12-05 12:33:49,234.51,,Bonus from work
2025-06-12 04:35:37,627.12,,Gift received
2025-02-27 04:41:44,901.93,,Sold old items
2025-12-14 05:31:57,777.28,,Freelance project
2026-01-07 14:30:32,70.57,,Freelance project
2026-01-06 02:41:50,918.42,,Salary payment
2025-07-07 03:28:02,-34.79,Transportation,Seem institution around sure too without similar.
2025-11-22 00:16:01,-267.63,Transportation,Often down person board them themselves others.
2025-08-14 17:48:28,907.94,,Sold old items
2025-10-22 04:17:26,65.82,,Bonus from work
2025-11-08 19:28:12,924.14,,Sold old items
2025-08-25 12:19:48,700.5,,Sold old items
2025-10-31 20:28:31,545.92,,Bonus from work
2025-08-07 13:44:35,-181.38,Miscellaneous,Policy season call mouth the knowledge receive.
2025-06-03 15:18:33,-73.17,Entertainment,Ok less both camera his product wide.
2025-10-29 06:45:47,-190.52,Healthcare,Each choice wide guess free myself.
2025-02-16 23:41:48,-123.72,Food,Move stuff environment writer yet.
2025-03-13 03:39:30,138.93,,Gift received
2025-07-01 10:01:53,-93.44,Entertainment,Her author environment listen.
2025-12-15 19:43:59,-275.89,Shopping,Attack TV spring moment girl meet.
2026-01-04 10:56:01,-198.94,Transportation,Turn director remember age.
2025-02-14 03:17:25,-118.39,Healthcare,Player determine pressure discuss understand.
2026-01-16 21:20:31,-230.91,Transportation,Minute specific character discussion most administration.
2025-10-13 22:34:19,214.4,,Freelance project
2025-09-14 14:51:06,421.39,,Gift received
2025-07-01 04:56:47,683.23,,Bonus from work
2025-09-29 04:08:14,230.85,,Bonus from work
2025-11-13 04:20:16,-165.06,Food,Green box bad middle.
2025-10-13 06:33:16,-463.88,Healthcare,Edge above wish through couple top.
2025-04-23 12:35:32,-482.0,Clothing,Property size sister expect.
2025-07-04 13:52:25,-146.83,Travel,Behavior model girl expect mention five.
2025-08-25 07:08:16,-218.14,Transportation,Change whole hope building bad state.
2025-06-03 09:31:27,574.35,,Salary payment
2025-03-12 22:33:45,246.34,,Sold old items
2025-07-31 03:01:32,-448.77,Healthcare,Door beat able size still.
2025-12-19 02:37:24,-194.1,Food,Finish school since expect beat poor.
2026-01-15 13:45:00,79.98,,Freelance project
2025-09-26 22:23:25,948.58,,Salary payment
2025-08-05 13:24:15,694.9,,Gift received
2025-07-07 21:32:01,-436.15,Utilities,Natural learn money.
2025-08-06 05:52:28,142.25,,Gift received
2025-01-21 02:35:19,517.37,,Gift received
2025-05-08 15:03:26,-123.54,Entertainment,Several easy candidate soon.
2025-07-18 08:12:53,-66.54,Utilities,Animal skill recent another gun common.
2025-03-17 11:55:37,-288.95,Entertainment,Little once future practice.
2025-12-01 03:17:48,-202.12,Food,Analysis effect everything game series job.
2025-12-03 10:02:12,372.56,,Freelance project
2025-06-21 17:08:03,-217.36,Miscellaneous,Cut point after note.
2025-06-02 10:34:19,470.92,,Bonus from work
2025-01-30 16:50:15,-435.81,Transportation,Expert bit instead must quite they.
2025-12-28 12:44:52,231.34,,Bonus from work
2025-10-27 08:13:29,834.97,,Sold old items
2025-03-11 19:45:13,323.34,,Gift received
2025-08-05 01:14:29,787.98,,Sold old items
2025-09-15 05:33:47,206.12,,Bonus from work
2025-09-30 22:50:19,-254.85,Healthcare,Loss quite involve.
2025-04-20 19:06:53,-436.55,Miscellaneous,Girl know admit on discussion police.
2025-04-26 08:36:02,478.98,,Salary payment
2025-06-17 20:57:26,-109.07,Transportation,Floor discover sometimes model.
2025-10-09 16:19:00,-42.61,Clothing,White price fish son.
2025-02-27 10:12:52,-153.45,Miscellaneous,Rate red data hour.
2025-06-20 08:54:32,-192.73,Travel,Miss fact long away information.
2026-01-04 22:01:46,734.13,,Bonus from work
2025-12-15 09:45:06,114.87,,Freelance project
2025-08-07 23:31:32,-60.93,Healthcare,Hour shoulder someone suffer often involve part.
2026-01-04 07:01:54,-137.09,Travel,Movie more picture thank.
2025-08-26 17:51:25,-184.38,Travel,Myself lead surface speak name just senior.
2025-05-20 16:34:37,556.09,,Bonus from work
2025-04-16 09:30:58,-382.9,Utilities,Director kid rest.
2025-05-13 12:30:38,-325.81,Food,Under air hit appear them explain.
2026-01-05 22:08:21,-479.81,Utilities,Space visit line continue.
2025-07-30 05:22:56,785.91,,Salary payment
2025-02-18 16:57:35,783.99,,Gift received
2025-02-14 22:47:35,146.44,,Freelance project
2025-04-05 18:20:12,623.33,,Salary payment
2025-07-04 22:14:44,222.41,,Sold old items
2025-09-17 19:06:31,135.26,,Salary payment
2025-05-11 07:05:50,-268.76,Transportation,Recognize field set tonight remember action.
2025-08-24 05:22:04,921.34,,Salary payment
2025-04-26 13:55:07,-160.41,Transportation,Body material past structure man idea direction.
2025-10-13 22:38:59,772.28,,Sold old items
2025-10-22 22:20:17,-285.02,Food,State science hear official scientist federal become.
2025-11-16 21:46:01,824.96,,Salary payment
2025-04-15 03:23:42,-153.32,Miscellaneous,Parent election hotel from.
2025-07-18 09:35:54,178.47,,Freelance project
2025-07-25 05:49:16,525.51,,Freelance project
2025-05-05 07:23:46,-347.07,Healthcare,Health open possible eye.
2025-10-30 00:15:56,156.4,,Gift received
2025-09-29 02:57:17,-357.03,Healthcare,Race car you couple watch by.
2025-10-28 06:20:02,-145.81,Clothing,Road leave up beautiful participant it.
2025-11-23 18:25:52,-75.4,Entertainment,War traditional provide during whether record us parent.
2025-10-23 03:47:06,-100.34,Miscellaneous,Out affect create win instead hope positive woman.
2025-04-18 09:48:33,817.43,,Freelance project
2025-02-16 16:18:34,828.35,,Gift received
2025-02-09 08:42:34,-91.2,Utilities,Family dream former almost charge couple wind.
2025-12-16 19:50:15,-381.14,Miscellaneous,Network use commercial gun course reason radio.
2025-11-27 20:10:42,-64.1,Shopping,I PM large nothing trip fight chair.
2025-12-14 09:27:41,-65.87,Shopping,Behavior parent develop able leg.
2025-12-22 11:33:25,-52.1,Education,Ball born evidence strong.
2025-01-29 23:08:46,434.35,,Bonus from work
2025-03-12 18:33:00,-355.12,Shopping,Rate certainly quality if nearly they teach.
2025-06-07 10:43:26,324.75,,Salary payment
2025-02-21 23:22:40,-38.05,Entertainment,Player wish choose leg enough necessary commercial.
2025-04-15 07:20:52,127.17,,Sold old items
2025-11-15 11:12:43,829.41,,Gift received
2025-04-20 18:44:59,-347.06,Shopping,Establish do more tree campaign have finally.
2025-12-04 19:47:07,-134.08,Clothing,Order study movement collection.
2025-07-06 14:42:58,-284.05,Transportation,City any control police officer.
2025-07-14 13:02:37,421.03,,Gift received
2025-08-30 12:32:39,-490.72,Travel,Card just food south prove what.
2025-10-04 10:26:16,-427.17,Shopping,Let term nice brother stuff front.
2025-08-17 08:22:15,-32.23,Transportation,Head financial very market.
2025-05-05 22:31:01,621.72,,Salary payment
2025-12-01 17:15:35,110.46,,Salary payment
2025-10-25 23:38:22,343.0,,Freelance project
2025-07-26 09:08:26,974.9,,Salary payment
2025-08-17 09:43:01,119.25,,Salary payment
2025-09-27 21:08:36,788.44,,Bonus from work
2025-05-14 08:00:41,743.78,,Gift received
2026-01-06 00:24:32,173.29,,Bonus from work
2025-05-30 21:44:13,-277.7,Education,Arrive offer couple senior behavior speak.
2025-03-24 17:20:12,654.51,,Bonus from work
2025-09-26 10:12:00,-200.78,Travel,Have talk understand themselves.
2025-03-01 07:13:00,-82.64,Transportation,Financial stuff peace support culture drive.
2025-10-30 21:33:10,-249.06,Travel,Live certain data.
2025-05-01 10:19:58,926.77,,Bonus from work
2025-08-03 19:06:57,-282.88,Miscellaneous,Difference great stock expect change.
2025-12-09 11:56:22,507.44,,Salary payment
2026-01-04 15:05:45,-491.81,Clothing,Ask leader future.
2025-04-29 08:02:16,-461.29,Food,Hundred effect popular would early always.
2025-10-29 02:40:31,-498.5,Clothing,Fill lot action hospital development.
2026-01-16 09:15:48,460.91,,Bonus from work
2025-11-21 07:18:01,-50.65,Transportation,Customer yeah outside arrive and.
2025-10-19 02:11:55,311.87,,Salary payment
2025-05-16 12:02:52,632.32,,Gift received
2025-11-21 17:16:44,-204.86,Healthcare,Eye civil vote there yourself onto.
2025-03-16 06:41:32,-135.08,Travel,Past arm experience common Congress south lay produce.
2025-11-24 11:50:28,535.12,,Freelance project
2025-06-13 03:57:55,378.15,,Salary payment
2026-01-15 07:58:59,94.44,,Gift received
2025-01-24 11:50:13,-404.57,Entertainment,First writer side start since mean.
2025-04-24 06:53:33,146.9,,Sold old items
2025-04-27 20:44:45,-23.43,Entertainment,Table player every election rather property order soldier.
2025-08-28 11:27:33,523.21,,Freelance project
2025-01-29 16:33:27,117.96,,Freelance project
2025-11-16 13:31:15,516.4,,Sold old items
2025-07-15 22:19:05,-484.96,Shopping,Fall responsibility role tend stuff of better.
2025-06-16 02:04:25,-275.66,Miscellaneous,Quite you notice commercial line rich simple truth.
2025-07-19 18:22:31,-316.67,Food,Gas behind allow own picture voice beyond.
2025-09-24 11:13:33,-382.33,Travel,Case not month federal able summer time.
2025-05-04 13:06:37,355.22,,Sold old items
2025-08-21 06:22:52,-15.68,Miscellaneous,Present wish develop both save left social traditional.
2025-08-17 22:39:25,-43.17,Food,Likely he standard beyond contain.
2025-08-01 01:02:47,-271.02,Travel,Trial open discover.
2025-05-21 06:25:21,-230.81,Miscellaneous,Without player most clear member.
2025-03-14 08:09:45,585.95,,Freelance project
2025-12-22 18:17:41,-141.54,Entertainment,Receive dinner rise option.
2025-04-23 03:33:21,-358.65,Miscellaneous,Kind service simple prove store.
2025-11-03 11:00:59,-67.07,Entertainment,Series admit speak these.
2025-10-16 19:47:08,168.92,,Salary payment
2025-05-07 13:21:01,421.72,,Bonus from work
2025-05-07 18:06:39,659.84,,Sold old items
2025-10-05 13:45:31,-148.86,Food,It occur identify across worry sell part.
2025-10-04 19:41:23,404.35,,Salary payment
2025-03-08 10:42:13,-472.55,Travel,Six yourself send black writer.
2025-12-17 22:08:02,-402.34,Miscellaneous,Good into wife.
2025-10-14 04:53:31,-85.72,Transportation,Group usually now course economy.
2025-11-28 20:33:51,711.69,,Bonus from work
2025-08-23 05:42:03,-323.01,Travel,We ask fire all culture.
2025-02-19 00:55:19,-39.33,Entertainment,Ten again yard pay full his.
2025-04-18 18:35:24,-371.41,Utilities,Agency have already them.
2025-06-19 08:46:53,-115.58,Shopping,Foreign explain whatever certain debate term third.
2025-09-28 18:50:04,337.1,,Sold old items
2025-02-15 06:34:33,-74.28,Utilities,Current bring claim win hand window once.
2025-02-03 14:55:12,-235.72,Utilities,One keep writer myself.
2025-11-02 01:47:44,510.65,,Freelance project
2025-07-08 22:30:34,-419.56,Shopping,Everyone find ago lot word drive.
2025-08-07 05:09:40,-393.27,Shopping,Major nor media plan wall general.
2025-09-24 02:53:42,492.21,,Gift received
2025-03-10 17:48:29,-459.93,Miscellaneous,Kitchen mention mother check ask.
2025-08-22 19:33:44,858.6,,Salary payment
2025-07-07 15:15:43,993.44,,Freelance project
2025-05-14 12:41:42,160.51,,Gift received
2025-09-28 06:04:39,267.97,,Bonus from work
2025-05-11 16:28:54,-329.24,Shopping,Thought tough some pass east throughout fact.
2025-06-20 01:31:58,653.99,,Sold old items
2026-01-09 00:49:19,775.77,,Gift received
2025-04-06 00:30:50,-489.78,Travel,Travel phone positive region bit.
2025-03-19 10:04:30,134.75,,Freelance project
2025-01-25 20:27:50,-189.65,Food,Their wish offer animal reality view.
2025-10-10 00:26:22,104.15,,Sold old items
2025-03-29 05:56:11,-315.6,Healthcare,Itself her majority morning political how.
2025-10-05 06:13:30,645.23,,Gift received
2025-09-09 17:50:16,-166.43,Transportation,Occur almost finish catch popular big chair.
2025-09-15 22:51:08,-198.65,Clothing,Responsibility contain Congress thank strategy which how.
2026-01-10 16:25:08,228.6,,Gift received
2025-07-07 22:58:37,845.82,,Freelance project
2025-12-30 10:08:10,918.98,,Sold old items
2025-12-26 11:41:50,373.63,,Salary payment
2025-05-02 03:28:15,-150.93,Education,Wonder rate catch film peace cultural herself.
2025-09-21 12:55:32,-180.25,Education,Instead top camera score second ball.
2025-03-10 11:55:51,596.0,,Gift received
2025-04-02 20:00:54,-266.58,Food,Total serve maybe realize.
2025-03-23 13:56:35,742.84,,Salary payment
2025-11-13 17:02:18,690.22,,Freelance project
2025-02-13 10:08:49,-437.14,Entertainment,Government low condition five.
2025-12-04 11:39:32,-390.16,Transportation,Indeed series who even interest.
2025-10-04 04:23:39,-389.86,Utilities,Long performance account around drive.
2025-11-21 09:39:38,-457.26,Travel,Almost family enough other water sell.
2025-07-08 22:06:20,583.55,,Sold old items
2025-08-12 21:59:30,-114.08,Healthcare,Station than commercial top interest animal same relationship.
2025-07-24 18:29:17,-56.4,Clothing,Street whatever head accept officer move.
2025-09-02 14:49:36,263.75,,Bonus from work
2026-01-08 12:52:47,579.8,,Gift received
2025-12-09 17:20:58,-53.41,Travel,Catch later woman to state fall.
2025-03-29 23:17:01,-456.62,Clothing,Phone year matter generation.
2025-10-07 02:07:34,-207.38,Healthcare,Art eat product shoulder key task tough page.
2025-12-31 20:29:44,-489.1,Food,Sense even he want might them write.
2025-10-02 10:23:31,119.3,,Gift received
2025-02-27 11:43:01,96.0,,Sold old items
2025-07-30 23:28:35,519.5,,Freelance project
2025-07-12 17:44:20,331.84,,Freelance project
2025-08-03 17:47:24,-74.82,Clothing,Carry environmental character shake early heavy.
2025-12-04 22:43:27,95.82,,Salary payment
2025-05-27 05:02:48,805.65,,Freelance project
2025-06-22 22:46:51,-484.93,Shopping,Type run whole name service.
2025-08-25 02:36:25,-284.64,Clothing,Fear really any once certainly born produce.
2025-05-05 07:20:38,198.9,,Gift received
2025-05-03 19:04:34,388.03,,Salary payment
2026-01-01 14:26:31,-93.61,Transportation,Hot go should real present decision activity.
2025-08-02 06:26:14,568.1,,Bonus from work
2025-08-15 07:14:09,-282.35,Shopping,Recent return order.
2025-08-04 21:22:27,-146.93,Food,Mention nation image military four media also own.
2025-01-27 16:39:25,706.13,,Bonus from work
2025-02-24 16:17:31,-159.04,Shopping,Major quite little just everybody.
2025-05-22 02:23:47,-128.61,Miscellaneous,Fine as wear cold health.
2025-10-01 22:51:29,-221.48,Shopping,Approach arrive six.
2025-03-29 05:36:55,972.51,,Gift received
2025-09-25 07:09:27,-63.33,Entertainment,Activity tree high language old hair knowledge.
2025-06-16 05:59:18,-200.1,Transportation,Ten at reason bill truth.
2026-01-18 07:14:22,671.64,,Bonus from work
2026-01-17 15:43:26,888.67,,Sold old items
2025-07-14 02:28:00,-385.06,Education,No president race reach certainly office.
2025-08-13 20:26:10,973.05,,Bonus from work
2025-10-17 19:27:09,139.74,,Bonus from work
2025-07-20 14:34:46,850.42,,Gift received
2025-02-06 13:59:59,-467.92,Miscellaneous,Majority growth listen decade popular add role.
2025-05-03 03:13:37,335.0,,Freelance project
2025-12-21 07:10:14,-213.5,Shopping,Walk behavior TV employee east result.
2025-08-15 01:48:45,243.45,,Salary payment
2025-10-06 23:01:25,-467.22,Shopping,Crime prepare whom feel.
2025-08-31 22:21:18,218.49,,Bonus from work
2025-03-03 18:44:02,-364.37,Healthcare,Ahead then detail prepare.
2025-05-01 12:20:52,729.61,,Salary payment
2025-10-07 03:17:29,-180.38,Clothing,Line point single.
2026-01-03 12:19:56,-426.67,Clothing,Tree large beautiful scientist age world type.
2025-06-14 12:24:54,946.54,,Sold old items
2025-08-18 07:50:28,98.87,,Bonus from work
2025-09-25 04:45:34,-359.74,Transportation,Debate power find.
2025-03-22 11:33:13,-432.06,Shopping,Start section baby reflect.
2025-02-17 08:49:45,-414.3,Food,Yeah more term state process soldier.
2025-07-07 23:12:24,-347.16,Utilities,Manager second will help much world compare.
2025-02-08 20:42:13,325.93,,Bonus from work
2025-05-19 06:33:42,655.84,,Salary payment
2025-03-17 05:06:01,-497.41,Utilities,Law never month image maybe.
2025-09-04 16:06:35,-150.31,Food,Professional whom chance president into small.
2025-10-02 23:07:25,-96.26,Transportation,Around particularly admit similar reveal stop.
2025-12-23 13:17:53,115.85,,Gift received
2025-03-07 08:22:42,-27.51,Food,One Mr strategy issue.
2025-09-23 17:10:39,-183.06,Travel,Sell mouth find.
2025-08-25 13:17:03,-294.19,Utilities,Voice skin science friend feel.
2025-04-07 17:00:14,69.73,,Freelance project
2025-03-08 01:01:01,-326.28,Transportation,Series travel style feel me.
2025-11-09 11:51:45,-67.09,Clothing,We lose forward.
2025-11-02 16:38:53,70.7,,Freelance project
2025-06-25 14:14:32,-312.58,Food,Do wind eight now hundred consider energy.
2025-05-31 18:30:38,-304.92,Utilities,Join down seek health catch chair low perhaps.
2025-09-23 00:50:32,-290.74,Shopping,Sport professional seven agent along life cell.
2025-03-24 09:13:31,427.51,,Freelance project
2025-04-04 17:16:05,-242.83,Education,Center write open fish bed.
2025-03-11 19:22:06,913.23,,Bonus from work
2025-01-24 19:01:00,-351.89,Travel,Same already hand know decide run land.
2025-09-14 23:12:45,64.0,,Sold old items
2025-08-24 08:56:54,-450.78,Education,President ok certain someone.
2025-09-23 22:20:29,-396.88,Clothing,Cover research important have few floor compare.
2025-02-04 15:37:12,-142.01,Travel,Fact north actually east performance white billion pretty.
2025-09-17 16:26:57,-186.2,Travel,Would follow kind.
2025-09-26 15:17:19,659.84,,Sold old items
2025-10-06 19:18:14,205.5,,Bonus from work
2025-09-09 21:17:34,617.73,,Freelance project
2025-10-15 09:53:51,-473.66,Utilities,Sort send international.
2025-04-12 09:33:59,-372.24,Transportation,Example successful memory check right describe.
2025-06-22 13:22:13,742.22,,Bonus from work
2025-11-17 06:47:58,-91.41,Shopping,Hour last ever compare star floor.
2025-12-16 17:33:02,429.95,,Sold old items
2025-04-12 03:12:57,234.15,,Bonus from work
2025-12-26 12:19:18,-365.72,Travel,Community care teacher.
2025-08-31 14:53:57,343.85,,Bonus from work
2025-09-12 23:30:50,-23.4,Education,Industry buy for scientist newspaper.
2025-07-14 19:19:24,744.75,,Salary payment
2025-05-31 02:04:42,826.98,,Gift received
2025-07-15 21:02:52,-92.9,Travel,Them budget shoulder activity.
2025-11-21 18:45:11,-119.9,Miscellaneous,Color already some quite expect.
2025-09-18 00:45:41,176.09,,Sold old items
2025-09-06 11:35:13,849.17,,Freelance project
2025-03-15 23:26:25,-398.4,Education,Task work ever blue face team.
2025-12-08 09:06:38,127.88,,Bonus from work
2026-01-18 17:13:49,148.83,,Gift received
2025-05-20 12:20:12,450.52,,Sold old items
2025-07-24 13:53:25,114.18,,Sold old items
2025-08-26 22:04:50,-154.59,Utilities,Method offer source nation.
2025-04-20 01:58:09,-119.42,Food,Finally red structure season increase around.
2025-07-04 05:42:12,126.7,,Gift received
2025-04-25 00:33:52,-259.03,Miscellaneous,Manage cup quickly thing security civil state.
2025-11-29 20:35:37,488.58,,Gift received
2025-07-22 00:21:30,920.29,,Sold old items
2025-02-06 14:13:26,-392.71,Food,Down suddenly catch.
2025-07-11 16:07:39,-185.64,Shopping,Cause threat keep future.
2025-03-30 09:40:55,-307.32,Clothing,Remain toward pressure live choice deal hear.
2025-11-26 08:17:32,367.65,,Freelance project
2025-12-05 22:37:41,68.82,,Gift received
2025-12-17 17:34:08,517.78,,Bonus from work
2025-02-06 11:47:14,774.91,,Salary payment
2025-09-28 14:16:40,-323.16,Healthcare,Blue prove real instead perhaps right public area.
2025-08-06 18:24:48,501.65,,Freelance project
2025-04-06 23:22:49,-262.39,Shopping,Professor table choose return former.
2025-09-09 19:53:17,334.48,,Salary payment
2025-05-07 11:56:28,57.79,,Freelance project
2025-03-11 06:19:01,-39.31,Transportation,Prevent interest enjoy near know there theory.
2025-05-16 16:43:21,368.7,,Sold old items
2025-01-28 02:28:22,239.77,,Salary payment
2025-07-24 23:35:26,-157.1,Entertainment,Interest country line.
2025-03-13 17:08:14,-329.91,Shopping,Author than care issue.
2026-01-11 01:23:55,-381.17,Clothing,Before measure try American store budget.
2025-09-03 07:23:39,933.68,,Salary payment
2025-03-20 17:36:05,69.57,,Salary payment
2025-12-07 21:39:08,961.24,,Freelance project
2025-09-06 16:52:49,473.7,,Freelance project
2025-06-20 09:39:47,188.21,,Freelance project
2025-10-20 21:19:46,-432.95,Clothing,Create despite defense anyone.
2025-03-31 21:10:24,869.95,,Gift received
2025-05-21 17:20:53,-28.72,Utilities,Large leg Congress glass also.
2025-11-11 21:58:57,838.52,,Freelance project
2025-02-10 08:53:32,968.05,,Gift received
2025-11-15 08:44:27,-285.27,Education,Here later style dream born.
2025-04-19 09:55:02,-272.19,Healthcare,Art will skill not.
2025-06-09 09:04:28,748.16,,Bonus from work
2025-10-31 18:20:31,269.7,,Sold old items
2025-08-31 21:50:26,-132.43,Shopping,News truth pressure would.
2025-03-11 15:30:18,721.94,,Gift received
2025-10-11 11:16:38,330.3,,Bonus from work
2025-05-29 06:49:20,297.85,,Freelance project
2025-11-21 14:59:08,-222.61,Transportation,Treat ground imagine back blue instead.
2025-02-24 12:50:02,395.9,,Gift received
2025-05-02 05:26:30,-369.63,Miscellaneous,Popular sport tell deal how will challenge family.
2025-09-27 00:35:05,952.09,,Sold old items
2025-03-11 00:39:45,-357.95,Clothing,Charge number term require word.
2025-07-29 21:51:34,-396.8,Miscellaneous,By later whether.
2026-01-09 19:48:56,944.19,,Gift received
2025-04-23 15:41:29,269.35,,Salary payment
2025-02-04 03:28:10,-181.68,Shopping,Vote fire usually.
2025-05-23 03:52:28,412.24,,Salary payment
2025-09-03 06:00:14,-67.01,Miscellaneous,Commercial him have experience article.
2025-03-05 09:50:04,-424.56,Healthcare,Big six section purpose oil industry.
2025-09-10 16:13:39,296.79,,Freelance project
2025-07-29 06:58:48,-217.98,Shopping,Thank stuff figure article contain work get.
2025-11-26 20:32:53,630.35,,Bonus from work
2025-06-03 04:47:11,795.07,,Salary payment
